Time (s),X position (m),Y position (m),Z position (m),Rocket axis vector X,Rocket axis vector Y,Rocket axis vector Z,Velocity Vx  (m/s),Velocity Vy  (m/s),Velocity Vz  (m/s),angular velocity omegaX (rad/s),angular velocity omegaY (rad/s),angular velocity omegaZ (rad/s),Acceleration Ax (m/s2),Acceleration Ay (m/s2),Acceleration Az (m/s2),Angular Acceleration X (rad/s2),Angular Acceleration Y (rad/s2),Angular Acceleration Z (rad/s2),Angle of attack alpha (rad),alpha at CP (rad),Moment arm (m),Force X (N),Force Y (N),Force Z (N),Torque X (Nm),Torque Y (Nm),Torque Z (Nm),Thrust (N),Mass (kg),C.O.M distance from nose (m),Ixx (kg m2),Iyy (kg m2),Izz (kg m2),Windspeed X (m/s),Windspeed Y (m/s),atmospheric density (kg/m3),atmospheric temperature (K),
3.4886,46.2705,28.3306,421.6185,0.13154,0.082903,0.98784,16.6124,10.2163,135.0248,-0.048907,0.065856,0.00098452,-0.24526,-0.1695,-10.4809,-0.21467,0.29572,0.0037684,0.009811,0.0095742,0.39525,-1.1074,-0.76529,-47.3213,-0.19954,0.27487,0.0035028,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13819,143.2006,
3.5029,46.5083,28.4768,423.5502,0.1325,0.083618,0.98765,16.609,10.214,134.8749,-0.0518,0.069851,0.0010344,-0.22834,-0.15665,-10.4811,-0.18929,0.26225,0.003192,0.0087518,0.0085004,0.39525,-1.0309,-0.70726,-47.3221,-0.17595,0.24377,0.0029671,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13814,143.2064,
3.5177,46.7543,28.6281,425.5468,0.13355,0.084397,0.98744,16.6057,10.2118,134.7198,-0.054401,0.073468,0.0010771,-0.20994,-0.14271,-10.4815,-0.16175,0.22583,0.0025744,0.0075888,0.0073244,0.39525,-0.94787,-0.64435,-47.3238,-0.15035,0.20992,0.0023929,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13808,143.2124,
3.5326,47.0002,28.7794,427.5411,0.13464,0.085211,0.98722,16.6028,10.2098,134.5647,-0.056587,0.076534,0.0011106,-0.1908,-0.12826,-10.482,-0.13316,0.18792,0.0019403,0.0063681,0.0060924,0.39525,-0.86147,-0.57909,-47.3262,-0.12377,0.17468,0.0018036,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13802,143.2183,
3.5474,47.2461,28.9306,429.5331,0.13578,0.086054,0.98699,16.6001,10.208,134.4096,-0.058342,0.079029,0.0011345,-0.1711,-0.11341,-10.4827,-0.10376,0.14886,0.0012954,0.0051,0.0048152,0.39525,-0.7725,-0.51203,-47.3293,-0.096446,0.13837,0.0012041,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13796,143.2243,
3.5622,47.492,29.0818,431.5228,0.13695,0.086919,0.98676,16.5977,10.2064,134.2544,-0.059657,0.08094,0.0011489,-0.15099,-0.098287,-10.4835,-0.073809,0.10897,0.00064496,0.0037956,0.0035039,0.39525,-0.68174,-0.44377,-47.333,-0.068607,0.10129,0.0005995,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.1379,143.2303,
3.578,47.7552,29.2436,433.6503,0.13822,0.087863,0.9865,16.5955,10.205,134.0883,-0.060571,0.082325,0.0011536,-0.12922,-0.081948,-10.4845,-0.041424,0.065744,-5.1287e-05,0.0023723,0.0020759,0.39525,-0.58344,-0.37,-47.3376,-0.038505,0.06111,-4.7672e-05,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13783,143.2366,
3.5939,48.0183,29.4054,435.7751,0.13952,0.088817,0.98623,16.5936,10.2038,133.9223,-0.060971,0.083024,0.0011473,-0.1074,-0.065603,-10.4856,-0.0090098,0.022382,-0.00074106,0.00094027,0.00064708,0.39525,-0.4849,-0.2962,-47.3426,-0.0083747,0.020804,-0.00068883,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13777,143.243,
3.6097,48.2814,29.5672,437.8972,0.14081,0.089772,0.98596,16.5921,10.2029,133.7561,-0.060859,0.083036,0.0011302,-0.085828,-0.049472,-10.4876,0.02313,-0.020708,-0.001418,0.00054626,0.00083599,0.39525,-0.38751,-0.22337,-47.3513,0.0215,-0.019248,-0.001318,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13771,143.2493,
3.6256,48.5444,29.7289,440.0167,0.14211,0.090722,0.98569,16.5909,10.2022,133.59,-0.06024,0.082371,0.0011024,-0.064791,-0.033755,-10.4908,0.0547,-0.063128,-0.0020759,0.0019589,0.0022554,0.39525,-0.29253,-0.1524,-47.3659,0.050845,-0.058678,-0.0019296,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13764,143.2557,
3.6438,48.8464,29.9146,442.4464,0.14357,0.091795,0.98537,16.5899,10.2018,133.3992,-0.058923,0.080788,0.001058,-0.041316,-0.016258,-10.4945,0.08987,-0.1105,-0.0028001,0.003569,0.0038607,0.39525,-0.18654,-0.073405,-47.3825,0.083535,-0.10271,-0.0026027,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13757,143.2629,
3.662,49.1483,30.1003,444.8727,0.145,0.092837,0.98507,16.5894,10.2016,133.2083,-0.056979,0.07836,0.0010008,-0.01882,0.00046256,-10.498,0.1235,-0.15593,-0.0034832,0.0051296,0.0054128,0.39525,-0.084972,0.0020885,-47.3984,0.1148,-0.14494,-0.0032376,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.1375,143.2702,
3.6802,49.4503,30.286,447.2954,0.14637,0.093839,0.98477,16.5892,10.2018,133.0174,-0.054439,0.075127,0.00093151,0.0024443,0.016218,-10.5013,0.15521,-0.19888,-0.0041172,0.0066206,0.0068922,0.39525,0.011036,0.073227,-47.4133,0.14427,-0.18486,-0.003827,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13743,143.2774,
3.6984,49.7522,30.4717,449.7147,0.14768,0.09479,0.98448,16.5894,10.2022,132.8264,-0.051343,0.071138,0.0008512,0.022246,0.030839,-10.5043,0.18464,-0.23889,-0.0046954,0.0080242,0.0082815,0.39525,0.10044,0.13924,-47.4268,0.17162,-0.22205,-0.0043645,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13736,143.2846,
3.7164,50.05,30.6548,452.0973,0.1489,0.095669,0.98421,16.59,10.2029,132.638,-0.047786,0.06652,0.00076226,0.040139,0.043998,-10.5068,0.21113,-0.27504,-0.0052049,0.0093072,0.0095477,0.39525,0.18123,0.19865,-47.4384,0.19625,-0.25566,-0.0048381,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13728,143.2918,
3.7343,50.3478,30.838,454.4765,0.15002,0.09648,0.98396,16.5909,10.2038,132.4496,-0.04378,0.061286,0.00066476,0.056227,0.055771,-10.509,0.23482,-0.30754,-0.0056489,0.010475,0.010697,0.39525,0.25386,0.25181,-47.4479,0.21827,-0.28586,-0.0052507,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13721,143.2989,
3.7523,50.6456,31.0211,456.8524,0.15106,0.097217,0.98373,16.592,10.2049,132.2611,-0.039374,0.055503,0.00055988,0.070355,0.066048,-10.5106,0.2555,-0.33605,-0.006023,0.011515,0.011716,0.39525,0.31765,0.29821,-47.4552,0.23749,-0.31236,-0.0055984,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13714,143.306,
3.7702,50.9435,31.2043,459.2248,0.15198,0.097872,0.98353,16.5934,10.2062,132.0726,-0.034626,0.049247,0.00044893,0.0824,0.074737,-10.5116,0.27296,-0.36031,-0.0063238,0.012417,0.012594,0.39525,0.37203,0.33744,-47.46,0.25372,-0.33491,-0.0058781,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13707,143.3131,
3.7882,51.2414,31.3875,461.5938,0.15279,0.09844,0.98334,16.595,10.2076,131.8841,-0.029595,0.042594,0.00033329,0.09226,0.081767,-10.5121,0.28705,-0.38012,-0.006549,0.013171,0.013324,0.39525,0.41655,0.36918,-47.462,0.26682,-0.35333,-0.0060874,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.137,143.3202,
3.8061,51.5393,31.5708,463.9595,0.15348,0.098917,0.98319,16.5967,10.2091,131.6955,-0.024342,0.035628,0.00021429,0.099862,0.087088,-10.5119,0.29768,-0.39531,-0.006697,0.013769,0.013896,0.39525,0.45088,0.3932,-47.4611,0.27669,-0.36745,-0.0062249,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13693,143.3272,
3.8241,51.8372,31.754,466.3218,0.15405,0.0993,0.98306,16.5985,10.2107,131.507,-0.018929,0.028431,9.333e-05,0.10516,0.090666,-10.511,0.30476,-0.40579,-0.0067669,0.014206,0.014307,0.39525,0.47479,0.40936,-47.4571,0.28328,-0.37718,-0.00629,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13686,143.3343,
3.842,52.1352,31.9373,468.6807,0.15448,0.099585,0.98296,16.6004,10.2123,131.3185,-0.013422,0.021088,-2.8199e-05,0.10813,0.092494,-10.5094,0.30828,-0.4115,-0.0067592,0.014478,0.014552,0.39525,0.4882,0.41761,-47.4501,0.28655,-0.3825,-0.0062828,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13679,143.3414,
3.8579,52.3983,32.0992,470.761,0.15476,0.099756,0.9829,16.6022,10.2138,131.1521,-0.0085303,0.014552,-0.00013487,0.10883,0.092659,-10.5075,0.30843,-0.4126,-0.0066887,0.01458,0.01463,0.39525,0.49135,0.41836,-47.4413,0.28669,-0.38351,-0.0062173,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13673,143.3476,
3.8737,52.6615,32.2612,472.8387,0.15494,0.099851,0.98287,16.6039,10.2153,130.9857,-0.0036579,0.0080268,-0.00023995,0.10774,0.091485,-10.505,0.30586,-0.41003,-0.0065598,0.014553,0.014578,0.39525,0.48643,0.41305,-47.43,0.2843,-0.38113,-0.0060974,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13667,143.3538,
3.8896,52.9247,32.4231,474.9138,0.15501,0.099869,0.98285,16.6056,10.2167,130.8194,0.0011524,0.0015713,-0.00034253,0.1049,0.089002,-10.502,0.30062,-0.40387,-0.0063743,0.014397,0.014398,0.39525,0.47362,0.40184,-47.4164,0.27943,-0.37541,-0.005925,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13661,143.36,
3.9054,53.188,32.5851,476.9862,0.15499,0.099813,0.98286,16.6072,10.2181,130.6531,0.005859,-0.0047588,-0.00044175,0.10036,0.08525,-10.4985,0.29279,-0.39423,-0.0061346,0.014114,0.014092,0.39525,0.45313,0.3849,-47.4005,0.27215,-0.36644,-0.0057022,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13655,143.3662,
3.9207,53.4426,32.7417,478.9881,0.15487,0.099691,0.98289,16.6087,10.2193,130.4923,0.010275,-0.010711,-0.00053372,0.094418,0.080463,-10.4946,0.28286,-0.38172,-0.0058536,0.013724,0.01368,0.39525,0.4263,0.36329,-47.383,0.26292,-0.35481,-0.005441,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13649,143.3722,
3.9361,53.6973,32.8984,480.9876,0.15467,0.099502,0.98294,16.6101,10.2205,130.3316,0.014522,-0.016449,-0.00062102,0.087016,0.074594,-10.4903,0.27072,-0.36621,-0.0055273,0.013222,0.013157,0.39525,0.39288,0.33679,-47.3636,0.25164,-0.3404,-0.0051377,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13643,143.3782,
3.9514,53.9519,33.0551,482.9847,0.15438,0.099251,0.98301,16.6114,10.2216,130.1709,0.018566,-0.021926,-0.00070299,0.078236,0.067704,-10.4856,0.2565,-0.34788,-0.0051588,0.012615,0.012529,0.39525,0.35324,0.30568,-47.3424,0.23842,-0.32336,-0.0047951,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13637,143.3841,
3.9667,54.2066,33.2119,484.9792,0.15401,0.09894,0.9831,16.6125,10.2226,130.0104,0.022377,-0.027103,-0.00077901,0.068169,0.059863,-10.4805,0.24035,-0.32692,-0.0047515,0.011906,0.011801,0.39525,0.30778,0.27028,-47.3194,0.22341,-0.30387,-0.0044166,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13631,143.3901,
3.9822,54.4631,33.3697,486.9851,0.15356,0.098571,0.98321,16.6134,10.2235,129.8488,0.02595,-0.031971,-0.00084898,0.056831,0.051085,-10.4751,0.22229,-0.30335,-0.004306,0.011098,0.010975,0.39525,0.25659,0.23065,-47.2949,0.20662,-0.28197,-0.0040025,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13625,143.3961,
3.9976,54.7196,33.5275,488.9885,0.15304,0.09815,0.98333,16.6142,10.2242,129.6872,0.029232,-0.036458,-0.00091181,0.044398,0.041505,-10.4693,0.20259,-0.27754,-0.003829,0.010201,0.010061,0.39525,0.20046,0.18739,-47.2689,0.18831,-0.25798,-0.0035591,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13619,143.4021,
4.0131,54.9761,33.6854,490.9894,0.15246,0.097681,0.98347,16.6148,10.2247,129.5258,0.032198,-0.04053,-0.00096705,0.030985,0.031211,-10.4633,0.18145,-0.24973,-0.0033248,0.0092246,0.0090692,0.39525,0.1399,0.14092,-47.2418,0.16866,-0.23213,-0.0030904,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13613,143.4081,
4.0285,55.2326,33.8432,492.9878,0.15182,0.097169,0.98362,16.6152,10.2251,129.3645,0.034828,-0.044159,-0.0010143,0.016716,0.020297,-10.4571,0.15905,-0.22018,-0.0027977,0.0081759,0.0080068,0.39525,0.075472,0.091642,-47.2138,0.14784,-0.20466,-0.0026005,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13607,143.414,
4.0445,55.4982,34.0067,495.0546,0.1511,0.0966,0.98379,16.6153,10.2254,129.1975,0.037178,-0.047424,-0.0010546,0.0011716,0.0084453,-10.4505,0.13473,-0.18801,-0.0022326,0.0070238,0.0068423,0.39525,0.0052899,0.038131,-47.1839,0.12524,-0.17476,-0.0020753,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13601,143.4202,
4.0605,55.7638,34.1702,497.1187,0.15033,0.095997,0.98396,16.6152,10.2254,129.0307,0.039131,-0.050164,-0.0010857,-0.015009,-0.0038569,-10.4437,0.10951,-0.15455,-0.001653,0.0058147,0.0056229,0.39525,-0.067766,-0.017414,-47.1534,0.10179,-0.14366,-0.0015365,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13595,143.4264,
4.0765,56.0295,34.3336,499.1801,0.14953,0.095366,0.98415,16.6148,10.2252,128.8639,0.040675,-0.05236,-0.0011074,-0.031677,-0.016497,-10.4369,0.083608,-0.12011,-0.001064,0.0045595,0.0043594,0.39525,-0.14302,-0.074483,-47.1226,0.077715,-0.11165,-0.00098904,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13589,143.4325,
4.0924,56.2951,34.4971,501.2388,0.14869,0.094714,0.98434,16.6142,10.2249,128.6973,0.041802,-0.054,-0.0011197,-0.048683,-0.029361,-10.43,0.057257,-0.084994,-0.00047079,0.0032696,0.0030634,0.39525,-0.2198,-0.13256,-47.0915,0.053221,-0.079004,-0.00043761,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13583,143.4387,
4.1096,56.58,34.6725,503.4448,0.14777,0.093998,0.98454,16.6132,10.2243,128.5186,0.04254,-0.055132,-0.0011223,-0.067133,-0.043284,-10.4226,0.028746,-0.046915,0.00016465,0.0018607,0.0016509,0.39525,-0.3031,-0.19543,-47.0583,0.02672,-0.043608,0.00015304,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13577,143.4453,
4.1267,56.865,34.8479,505.6477,0.14684,0.093274,0.98475,16.6119,10.2234,128.3401,0.042788,-0.05561,-0.0011141,-0.085612,-0.057196,-10.4154,0.00026925,-0.0087947,0.00079287,0.0004554,0.00026607,0.39525,-0.38654,-0.25824,-47.0253,0.00025028,-0.0081748,0.00073699,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.1357,143.4519,
4.1439,57.1499,35.0232,507.8475,0.1459,0.09255,0.98496,16.6103,10.2223,128.1616,0.042551,-0.055436,-0.0010951,-0.10412,-0.071075,-10.4094,-0.027896,0.028993,0.0014078,0.0010064,0.001217,0.39525,-0.47011,-0.3209,-46.9985,-0.02593,0.02695,0.0013086,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13564,143.4585,
4.1611,57.4348,35.1985,510.0443,0.14497,0.091834,0.98516,16.6083,10.221,127.9833,0.041834,-0.054619,-0.0010659,-0.12238,-0.084719,-10.4042,-0.055481,0.066088,0.0020037,0.0024101,0.0026191,0.39525,-0.55252,-0.38251,-46.9748,-0.051571,0.06143,0.0018625,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13557,143.465,
4.1809,57.7642,35.4013,512.5809,0.14392,0.091026,0.98539,16.6057,10.2191,127.7772,0.040426,-0.052893,-0.0010195,-0.14283,-0.099972,-10.3983,-0.086323,0.10767,0.0026619,0.0040038,0.0042065,0.39525,-0.64489,-0.45137,-46.9482,-0.080238,0.10008,0.0024743,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.1355,143.4726,
4.2007,58.0936,35.6039,515.1135,0.14291,0.090251,0.98561,16.6027,10.217,127.5712,0.03842,-0.05036,-0.00096053,-0.16235,-0.11448,-10.3926,-0.11566,0.14734,0.0032793,0.0055412,0.0057344,0.39525,-0.73299,-0.51686,-46.9227,-0.10751,0.13696,0.0030481,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13542,143.4802,
4.2206,58.4229,35.8066,517.6419,0.14196,0.089522,0.98582,16.5993,10.2146,127.3653,0.03585,-0.047063,-0.00088975,-0.18068,-0.12806,-10.3872,-0.14315,0.18463,0.0038483,0.0070023,0.0071831,0.39525,-0.81575,-0.57818,-46.8984,-0.13306,0.17161,0.0035771,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13535,143.4877,
4.2404,58.7521,36.0092,520.1663,0.14108,0.088848,0.986,16.5955,10.2119,127.1595,0.032755,-0.043054,-0.00080823,-0.19761,-0.14055,-10.3821,-0.16847,0.2191,0.0043627,0.0083692,0.0085348,0.39525,-0.89219,-0.6346,-46.8754,-0.1566,0.20366,0.0040552,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13527,143.4953,
4.2595,59.0687,36.204,522.5905,0.14031,0.088261,0.98617,16.5916,10.2091,126.9617,0.029327,-0.038581,-0.00072073,-0.21239,-0.15142,-10.3775,-0.19052,0.24924,0.0048004,0.0095795,0.0097281,0.39525,-0.95893,-0.68366,-46.8545,-0.17709,0.23167,0.0044621,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.1352,143.5025,
4.2786,59.3852,36.3987,525.0109,0.13963,0.087743,0.98631,16.5874,10.2061,126.7639,0.025501,-0.033565,-0.00062543,-0.22554,-0.16104,-10.3732,-0.21007,0.2761,0.0051778,0.010674,0.010803,0.39525,-1.0183,-0.72709,-46.8349,-0.19526,0.25664,0.0048129,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13513,143.5098,
4.2976,59.7016,36.5934,527.4275,0.13905,0.0873,0.98643,16.583,10.203,126.5662,0.021328,-0.028069,-0.00052355,-0.23693,-0.16932,-10.3691,-0.22694,0.29943,0.0054913,0.01164,0.011749,0.39525,-1.0697,-0.76447,-46.8166,-0.21095,0.27833,0.0051043,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13506,143.517,
4.3167,60.018,36.788,529.8403,0.13858,0.086939,0.98653,16.5784,10.1997,126.3686,0.016859,-0.022163,-0.00041634,-0.24646,-0.17618,-10.3654,-0.24099,0.31902,0.0057382,0.012469,0.012555,0.39525,-1.1127,-0.79546,-46.7997,-0.224,0.29654,0.0053337,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13499,143.5242,
4.3358,60.3342,36.9826,532.2494,0.13822,0.086665,0.9866,16.5736,10.1963,126.1711,0.012151,-0.01592,-0.00030504,-0.25403,-0.18157,-10.3619,-0.25209,0.33471,0.0059165,0.013151,0.013213,0.39525,-1.147,-0.8198,-46.7841,-0.23432,0.31112,0.0054995,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13492,143.5314,
4.3549,60.6504,37.1771,534.6547,0.13798,0.086481,0.98665,16.5687,10.1928,125.9736,0.0072592,-0.0094162,-0.000191,-0.2596,-0.18545,-10.3588,-0.26017,0.34637,0.0060251,0.013681,0.013717,0.39525,-1.1721,-0.8373,-46.7699,-0.24183,0.32196,0.0056005,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13485,143.5386,
4.374,60.9664,37.3715,537.0563,0.13787,0.086391,0.98668,16.5637,10.1892,125.7762,0.0022429,-0.0027293,-7.5581e-05,-0.26313,-0.18779,-10.3559,-0.26518,0.35395,0.0060638,0.014052,0.014063,0.39525,-1.188,-0.84787,-46.757,-0.24649,0.329,0.0056364,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13478,143.5458,
4.393,61.2824,37.5659,539.4541,0.13788,0.086397,0.98667,16.5587,10.1856,125.5788,-0.0028398,0.0040631,3.9911e-05,-0.26461,-0.18859,-10.3533,-0.26712,0.35741,0.006033,0.014263,0.014248,0.39525,-1.1947,-0.8515,-46.7454,-0.24829,0.33222,0.0056077,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13471,143.553,
4.4101,61.5643,37.7393,541.591,0.138,0.086483,0.98665,16.5542,10.1824,125.4027,-0.007385,0.010151,0.00014201,-0.26421,-0.18802,-10.3513,-0.26628,0.35705,0.0059479,0.014315,0.014276,0.39525,-1.1929,-0.84892,-46.7361,-0.24751,0.33189,0.0055287,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13465,143.5594,
4.4271,61.8462,37.9127,543.725,0.13822,0.086646,0.9866,16.5497,10.1792,125.2266,-0.011895,0.016206,0.0002422,-0.26221,-0.18626,-10.3495,-0.26306,0.3535,0.00581,0.014239,0.014176,0.39525,-1.1839,-0.84097,-46.7279,-0.24452,0.32858,0.0054005,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13459,143.5657,
4.4441,62.128,38.086,545.856,0.13855,0.086883,0.98654,16.5452,10.1761,125.0506,-0.016331,0.022173,0.00033959,-0.25866,-0.18334,-10.3479,-0.25753,0.34683,0.0056211,0.014035,0.01395,0.39525,-1.1678,-0.82777,-46.7207,-0.23937,0.32238,0.0052249,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13452,143.5721,
4.4611,62.4097,38.2593,547.9839,0.13897,0.087195,0.98645,16.5409,10.173,124.8746,-0.020653,0.028,0.00043335,-0.2536,-0.1793,-10.3465,-0.24976,0.33714,0.0053836,0.013708,0.0136,0.39525,-1.145,-0.80954,-46.7145,-0.23215,0.31338,0.0050042,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13446,143.5785,
4.4777,62.6834,38.4276,550.0488,0.13947,0.087567,0.98635,16.5367,10.1701,124.7035,-0.02471,0.033482,0.00052023,-0.24731,-0.17436,-10.3454,-0.24017,0.32497,0.0051088,0.013275,0.013145,0.39525,-1.1166,-0.78722,-46.7094,-0.22324,0.30206,0.0047487,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.1344,143.5846,
4.4942,62.957,38.5958,552.1109,0.14006,0.088003,0.98622,16.5327,10.1672,124.5325,-0.028591,0.038741,0.00060221,-0.23973,-0.16846,-10.3444,-0.22867,0.31022,0.0047935,0.012733,0.012583,0.39525,-1.0824,-0.76061,-46.7051,-0.21256,0.28835,0.0044556,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13434,143.5908,
4.5108,63.2305,38.7641,554.1701,0.14073,0.088502,0.98608,16.5288,10.1645,124.3615,-0.032267,0.043735,0.00067865,-0.23096,-0.16168,-10.3437,-0.21541,0.29304,0.0044408,0.012088,0.011918,0.39525,-1.0428,-0.72999,-46.7018,-0.20022,0.27239,0.0041278,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13428,143.597,
4.5273,63.504,38.9322,556.2265,0.14148,0.089058,0.98593,16.5251,10.1619,124.1905,-0.035711,0.048426,0.00074897,-0.22107,-0.15408,-10.3431,-0.2005,0.27363,0.004054,0.011345,0.011156,0.39525,-0.99811,-0.69567,-46.6992,-0.18636,0.25435,0.0037683,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13422,143.6031,
4.544,63.7802,39.1021,558.301,0.14231,0.089675,0.98575,16.5215,10.1594,124.0178,-0.038925,0.052822,0.00081326,-0.21004,-0.14565,-10.3427,-0.18392,0.25195,0.0036324,0.010502,0.010297,0.39525,-0.94834,-0.6576,-46.6975,-0.17095,0.23419,0.0033764,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13416,143.6093,
4.5608,64.0563,39.2719,560.3725,0.14322,0.090343,0.98556,16.5181,10.157,123.8451,-0.041852,0.056839,0.00087027,-0.19809,-0.13654,-10.3425,-0.16598,0.22839,0.0031838,0.0095754,0.0093537,0.39525,-0.89437,-0.61646,-46.6966,-0.15428,0.21229,0.0029594,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.1341,143.6155,
4.5775,64.3324,39.4416,562.4412,0.14418,0.091057,0.98535,16.5148,10.1548,123.6724,-0.044468,0.060448,0.00091956,-0.18532,-0.12684,-10.3425,-0.14685,0.20318,0.0027122,0.0085722,0.0083362,0.39525,-0.83672,-0.57266,-46.6963,-0.1365,0.18886,0.002521,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13404,143.6217,
4.5942,64.6084,39.6114,564.507,0.1452,0.091811,0.98513,16.5119,10.1528,123.4997,-0.046755,0.063623,0.00096082,-0.17185,-0.11663,-10.3426,-0.12671,0.17656,0.0022218,0.0075017,0.0072531,0.39525,-0.77592,-0.5266,-46.6968,-0.11778,0.16412,0.0020652,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13398,143.6279,
4.6116,64.8953,39.7878,566.6516,0.14631,0.092631,0.98489,16.509,10.1508,123.3201,-0.048769,0.066442,0.0009949,-0.15725,-0.10559,-10.3429,-0.1049,0.14765,0.0016967,0.0063278,0.0060679,0.39525,-0.70997,-0.47675,-46.698,-0.097505,0.13724,0.0015771,0,4.515,0.68988,0.92952,0.92952,0.0063989,2.4676,1.9145,0.13392,143.6343,
